3.787482249515542065e+01,5.562413189875253750e+01,-3.168999938964843750e+03
3.787481998838143937e+01,5.562413047157095747e+01,-3.170000000000000000e+03
3.787481613320866103e+01,5.562412802906253972e+01,-3.172999877929687500e+03
3.787481064210468418e+01,5.562412624908181158e+01,-3.175000000000000000e+03
3.787480724898146178e+01,5.562412374364001266e+01,-3.175000000000000000e+03
3.787480523199418769e+01,5.562412210381662447e+01,-3.175000000000000000e+03
3.787479951461139649e+01,5.562411902989227031e+01,-3.175000000000000000e+03
3.787479748014563086e+01,5.562411704397823087e+01,-3.175000000000000000e+03
3.787479209318887996e+01,5.562411356919194105e+01,-3.175000000000000000e+03
3.787479047791484987e+01,5.562411160277831357e+01,-3.175000000000000000e+03
3.787478837844015800e+01,5.562410867940982939e+01,-3.175000000000000000e+03
3.787478400166599357e+01,5.562410557946778056e+01,-3.173999938964843750e+03
3.787478233977514464e+01,5.562410253391339410e+01,-3.173999938964843750e+03
3.787478145127148110e+01,5.562410057686152243e+01,-3.173999938964843750e+03
3.787477766269511648e+01,5.562409661172816300e+01,-3.171000061035156250e+03
3.787477700536435066e+01,5.562409444980598039e+01,-3.170000000000000000e+03
3.787477389629145108e+01,5.562409028999637428e+01,-3.170000000000000000e+03
3.787477354044234090e+01,5.562408791616713444e+01,-3.167999877929687500e+03
3.787477335187640648e+01,5.562408450046389419e+01,-3.166000061035156250e+03
3.787477159914992342e+01,5.562408090876377997e+01,-3.155000000000000000e+03
3.787477198264806333e+01,5.562407761470359446e+01,-3.141000061035156250e+03
3.787477076630901252e+01,5.562407413509511400e+01,-3.113999938964843750e+03
3.787477166477415835e+01,5.562407083129546947e+01,-2.955000000000000000e+03
3.787477250484240443e+01,5.562406844967742359e+01,-2.833999938964843750e+03
3.787477205976944106e+01,5.562406372440150193e+01,-2.671000061035156250e+03
3.787477314314263310e+01,5.562406134709267747e+01,-2.267000122070312500e+03
3.787477410972351066e+01,5.562405631959605046e+01,-2.087999877929687500e+03
3.787477536744648177e+01,5.562405379469227995e+01,-1.883999938964843750e+03
3.787477706465239180e+01,5.562405055147414146e+01,-1.802999877929687500e+03
3.787477844213509570e+01,5.562404645015291038e+01,-1.568999938964843750e+03
3.787478036476578325e+01,5.562404321892782377e+01,-1.448999938964843750e+03
3.787478205945904364e+01,5.562403926414746280e+01,-1.362000122070312500e+03
3.787478426863300029e+01,5.562403590910027162e+01,-1.222000122070312500e+03
3.787478601725734251e+01,5.562403331978953247e+01,-1.135000000000000000e+03
3.787478899652286657e+01,5.562402875995501006e+01,-9.500000000000000000e+02
3.787479017855473984e+01,5.562402706267576491e+01,-8.350000000000000000e+02
3.787479232644950145e+01,5.562402400128380719e+01,-6.960000610351562500e+02
3.787479497305598386e+01,5.562402044308648641e+01,-3.500000000000000000e+02
3.787479704464812613e+01,5.562401744175994622e+01,-1.340002441406250000e+02
3.787480003972972753e+01,5.562401405823422351e+01,9.599975585937500000e+01
3.787480196092585771e+01,5.562401108253883564e+01,5.559997558593750000e+02
3.787480315873420267e+01,5.562400906657852317e+01,7.740002441406250000e+02
3.787480680326934390e+01,5.562400524104017308e+01,1.167999877929687500e+03
3.787480772701204046e+01,5.562400323441779904e+01,1.315000000000000000e+03
3.787481138389668445e+01,5.562399956326628825e+01,1.450000000000000000e+03
3.787481199407910992e+01,5.562399767284696139e+01,1.552999877929687500e+03
3.787481280926007088e+01,5.562399457892253452e+01,1.564000244140625000e+03
3.787481612714651646e+01,5.562399171291919941e+01,1.399000244140625000e+03
3.787481689664339513e+01,5.562398867992955331e+01,1.032999877929687500e+03
3.787481749963960453e+01,5.562398646993207052e+01,9.759997558593750000e+02
3.787482047675283781e+01,5.562398296126490749e+01,9.720001220703125000e+02
3.787482094038704616e+01,5.562398142637190546e+01,1.045000000000000000e+03
3.787482372146870802e+01,5.562397790081135440e+01,1.182999877929687500e+03
3.787482431848957276e+01,5.562397511504821779e+01,1.477000122070312500e+03
3.787482726253932697e+01,5.562397176681218980e+01,1.562999877929687500e+03
3.787482740877123177e+01,5.562397001989534573e+01,1.629000244140625000e+03
3.787482749299411466e+01,5.562396718754175851e+01,1.749000244140625000e+03
3.787482991619221195e+01,5.562396475686886532e+01,1.822000122070312500e+03
3.787482995211321679e+01,5.562396211431236992e+01,2.034000244140625000e+03
3.787482990370795477e+01,5.562396022268801232e+01,2.165999755859375000e+03
3.787483191712970410e+01,5.562395699074095745e+01,2.310000000000000000e+03
3.787483159012931822e+01,5.562395472513484407e+01,2.540999755859375000e+03
3.787483380037315328e+01,5.562395162715508690e+01,2.605999755859375000e+03
3.787483336821804158e+01,5.562394992370516178e+01,2.644000244140625000e+03
3.787483265619364659e+01,5.562394756963436038e+01,2.689000244140625000e+03
3.787483431063694894e+01,5.562394540812962163e+01,2.715000000000000000e+03
3.787483359709075614e+01,5.562394331649795021e+01,2.817000122070312500e+03
3.787483308635796675e+01,5.562394194877784059e+01,2.887000122070312500e+03
3.787483395097260086e+01,5.562393938794203052e+01,2.960999755859375000e+03
3.787483330927104674e+01,5.562393795262565277e+01,3.030000000000000000e+03
3.787483385526620339e+01,5.562393544050715377e+01,3.117999877929687500e+03
3.787483322441161704e+01,5.562393425657815271e+01,3.130000000000000000e+03
3.787483236759656080e+01,5.562393275097226564e+01,3.130999755859375000e+03
3.787483285327093085e+01,5.562393110906833016e+01,3.130999755859375000e+03
3.787483206556619564e+01,5.562392974895715980e+01,3.130999755859375000e+03
3.787483243830747170e+01,5.562392844775931167e+01,3.130999755859375000e+03
3.787483171578502095e+01,5.562392719607041869e+01,3.130999755859375000e+03
